run_id,calcite_rate,fh_rmax,fh_k_donor,fh_SA,gt_rmax,gt_k_donor,gt_SA,root_resp,msr_rmax,msr_k_donor,msr_k_acceptor,denit_rmax,denit_k_donor,denit_k_acceptor,aero_rate,aero_k_o2
91,1.550000000000001e-05,2.4999999999999994e-07,2.1544346900318822e-06,108000000.00000015,2.4999999999999994e-06,1e-07,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-10,0.001
92,1.550000000000001e-05,2.4999999999999994e-07,2.1544346900318822e-06,108000000.00000015,2.4999999999999994e-06,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-10,0.001
93,1.550000000000001e-05,2.4999999999999994e-07,2.1544346900318822e-06,108000000.00000015,2.4999999999999994e-06,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,2.1544346900318866e-09,0.001
94,1.550000000000001e-05,2.4999999999999994e-07,2.1544346900318822e-06,5012915.940301801,2.4999999999999994e-06,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,2.1544346900318866e-09,0.001
95,1.550000000000001e-05,1.1603972084031953e-06,2.1544346900318822e-06,5012915.940301801,2.4999999999999994e-06,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,2.1544346900318866e-09,0.001
96,1.550000000000001e-05,1.1603972084031953e-06,2.1544346900318822e-06,5012915.940301801,2.4999999999999994e-06,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-05,0.0001,2.1544346900318823e-05,2.1544346900318866e-09,0.001
97,1.550000000000001e-05,1.1603972084031953e-06,2.1544346900318822e-06,5012915.940301801,2.4999999999999994e-06,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-05,0.0001,1e-06,2.1544346900318866e-09,0.001
98,1.550000000000001e-05,1.1603972084031953e-06,2.1544346900318822e-06,5012915.940301801,2.4999999999999994e-06,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-05,0.0001,1e-06,2.1544346900318866e-09,4.641588833612782e-05
99,1.550000000000001e-05,1.1603972084031953e-06,2.1544346900318822e-06,5012915.940301801,2.4999999999999994e-06,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,4.9999999999999996e-05,1e-05,1e-05,0.0001,1e-06,2.1544346900318866e-09,4.641588833612782e-05
100,1.550000000000001e-05,1.1603972084031953e-06,2.1544346900318822e-06,5012915.940301801,1.1603972084031953e-07,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,4.9999999999999996e-05,1e-05,1e-05,0.0001,1e-06,2.1544346900318866e-09,4.641588833612782e-05
101,7.194462692099818e-07,1.1603972084031953e-06,2.1544346900318822e-06,5012915.940301801,1.1603972084031953e-07,1e-07,6097050.172790233,7.939999999999987e-14,2.4999999999999992e-08,4.9999999999999996e-05,1e-05,1e-05,0.0001,1e-06,2.1544346900318866e-09,4.641588833612782e-05
102,1.5500000000000013e-07,5.386086725079705e-07,1e-05,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,4.641588833612782e-05,1e-07,0.0001,1e-06,4.6415888336127727e-10,4.641588833612782e-05
103,1.5500000000000013e-07,5.386086725079705e-07,1e-05,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,4.641588833612782e-05,2.1544346900318822e-06,0.0001,1e-06,4.6415888336127727e-10,4.641588833612782e-05
104,1.5500000000000013e-07,5.386086725079705e-07,1e-05,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,4.641588833612782e-05,2.1544346900318822e-06,4.641588833612782e-06,1e-06,4.6415888336127727e-10,4.641588833612782e-05
105,1.5500000000000013e-07,2.4999999999999994e-06,1e-05,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,4.641588833612782e-05,2.1544346900318822e-06,4.641588833612782e-06,1e-06,4.6415888336127727e-10,4.641588833612782e-05
106,3.33937376954942e-06,2.4999999999999994e-06,1e-05,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,4.641588833612782e-05,2.1544346900318822e-06,4.641588833612782e-06,1e-06,4.6415888336127727e-10,4.641588833612782e-05
107,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,4.641588833612782e-05,2.1544346900318822e-06,4.641588833612782e-06,1e-06,4.6415888336127727e-10,4.641588833612782e-05
108,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,4.641588833612782e-05,2.1544346900318822e-06,4.641588833612782e-06,1e-06,4.6415888336127727e-10,0.001
109,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,1e-06,4.6415888336127727e-10,0.001
110,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,2.4999999999999992e-08,1e-05,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,1e-06,4.6415888336127727e-10,0.001
111,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,5.386086725079705e-07,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,1e-06,4.6415888336127727e-10,0.001
112,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,5.386086725079705e-07,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,1e-06,1e-08,0.001
113,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,1e-06,1e-08,0.001
114,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.001
115,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,23267894.65234436,5.386086725079705e-07,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.001
116,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,1079999.9999999993,5.386086725079705e-07,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.001
117,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,4.9999999999999996e-05,0.001,2.1544346900318822e-06,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.001
118,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,2.3207944168063906e-06,0.001,2.1544346900318822e-06,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.001
119,1.550000000000001e-05,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,2.4999999999999992e-08,2.1544346900318822e-06,28300000.000000026,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,1e-05,1e-05,1e-06,2.1544346900318823e-05,1e-08,1e-05
120,7.194462692099818e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,2.4999999999999992e-08,2.1544346900318822e-06,28300000.000000026,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,1e-05,1e-05,1e-06,2.1544346900318823e-05,1e-08,1e-05
121,7.194462692099818e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,2.4999999999999992e-08,2.1544346900318822e-06,28300000.000000026,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,1e-05,1e-05,2.1544346900318823e-05,2.1544346900318823e-05,1e-08,1e-05
122,7.194462692099818e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,2.4999999999999992e-08,2.1544346900318822e-06,28300000.000000026,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,1e-05,1e-05,2.1544346900318823e-05,1e-06,1e-08,1e-05
123,7.194462692099818e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,2.4999999999999992e-08,1e-07,28300000.000000026,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,1e-05,1e-05,2.1544346900318823e-05,1e-06,1e-08,1e-05
124,7.194462692099818e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,2.4999999999999992e-08,1e-07,28300000.000000026,3.6854215338885354e-13,5.386086725079705e-07,2.3207944168063906e-06,1e-05,1e-05,2.1544346900318823e-05,1e-06,1e-08,1e-05
125,7.194462692099818e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,2.4999999999999992e-08,1e-07,28300000.000000026,3.6854215338885354e-13,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-05,2.1544346900318823e-05,1e-06,1e-08,1e-05
126,7.194462692099818e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-05,2.1544346900318823e-05,1e-06,1e-08,1e-05
127,7.194462692099818e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-05,2.1544346900318823e-05,1e-06,1e-08,0.00021544346900318823
128,7.194462692099818e-07,5.386086725079705e-07,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-05,2.1544346900318823e-05,1e-06,1e-08,0.00021544346900318823
129,7.194462692099818e-07,5.386086725079705e-07,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,2.1544346900318823e-05,1e-06,1e-08,0.00021544346900318823
130,7.194462692099818e-07,5.386086725079705e-07,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,2.4999999999999992e-08,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,2.1544346900318823e-05,1e-06,1e-08,0.00021544346900318823
131,7.194462692099818e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,2.4999999999999992e-08,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,2.1544346900318823e-05,1e-06,1e-08,0.00021544346900318823
132,7.194462692099818e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,2.4999999999999992e-08,4.9999999999999996e-05,0.00021544346900318823,4.641588833612782e-07,2.1544346900318823e-05,1e-06,1e-08,0.00021544346900318823
133,7.194462692099818e-07,5.386086725079705e-07,1e-06,23267894.65234436,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,2.4999999999999992e-08,4.9999999999999996e-05,0.00021544346900318823,4.641588833612782e-07,2.1544346900318823e-05,1e-06,1e-08,0.00021544346900318823
134,7.194462692099818e-07,5.386086725079705e-07,1e-06,23267894.65234436,5.386086725079705e-07,1e-07,28300000.000000026,3.6854215338885354e-13,2.4999999999999992e-08,4.9999999999999996e-05,0.00021544346900318823,4.641588833612782e-07,2.1544346900318823e-05,1e-06,4.6415888336127727e-10,0.00021544346900318823
135,7.194462692099818e-07,5.386086725079705e-07,1e-06,23267894.65234436,5.386086725079705e-07,1e-07,1313569.6399124186,3.6854215338885354e-13,2.4999999999999992e-08,4.9999999999999996e-05,0.00021544346900318823,4.641588833612782e-07,2.1544346900318823e-05,1e-06,4.6415888336127727e-10,0.00021544346900318823
136,3.33937376954942e-06,5.386086725079705e-07,2.1544346900318822e-06,23267894.65234436,2.4999999999999994e-06,1e-05,283000.0000000003,7.939999999999987e-14,2.4999999999999994e-06,4.9999999999999996e-05,1e-05,1e-05,0.0001,2.1544346900318823e-05,4.6415888336127727e-10,1e-05
137,3.33937376954942e-06,5.386086725079705e-07,1e-05,23267894.65234436,2.4999999999999994e-06,1e-05,283000.0000000003,7.939999999999987e-14,2.4999999999999994e-06,4.9999999999999996e-05,1e-05,1e-05,0.0001,2.1544346900318823e-05,4.6415888336127727e-10,1e-05
138,3.33937376954942e-06,5.386086725079705e-07,1e-05,23267894.65234436,2.4999999999999994e-06,1e-05,283000.0000000003,7.939999999999987e-14,2.4999999999999994e-06,4.9999999999999996e-05,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,4.6415888336127727e-10,1e-05
139,3.33937376954942e-06,5.386086725079705e-07,1e-05,23267894.65234436,2.4999999999999994e-06,1e-05,283000.0000000003,7.939999999999987e-14,2.4999999999999994e-06,4.9999999999999996e-05,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,1e-05
140,3.33937376954942e-06,5.386086725079705e-07,1e-05,23267894.65234436,1.1603972084031953e-07,1e-05,283000.0000000003,7.939999999999987e-14,2.4999999999999994e-06,4.9999999999999996e-05,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,1e-05
141,3.33937376954942e-06,2.4999999999999994e-06,1e-05,23267894.65234436,1.1603972084031953e-07,1e-05,283000.0000000003,7.939999999999987e-14,2.4999999999999994e-06,4.9999999999999996e-05,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,1e-05
142,3.33937376954942e-06,2.4999999999999994e-06,1e-05,23267894.65234436,1.1603972084031953e-07,1e-05,283000.0000000003,7.939999999999987e-14,2.4999999999999994e-06,4.9999999999999996e-05,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
143,3.33937376954942e-06,2.4999999999999994e-06,1e-05,23267894.65234436,1.1603972084031953e-07,1e-05,6097050.172790233,7.939999999999987e-14,2.4999999999999994e-06,4.9999999999999996e-05,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
144,3.33937376954942e-06,2.4999999999999994e-06,1e-05,23267894.65234436,1.1603972084031953e-07,1e-05,6097050.172790233,7.939999999999987e-14,1.1603972084031953e-07,4.9999999999999996e-05,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
145,3.33937376954942e-06,2.4999999999999994e-06,1e-05,23267894.65234436,1.1603972084031953e-07,1e-05,6097050.172790233,7.939999999999987e-14,1.1603972084031953e-07,4.9999999999999996e-05,0.00021544346900318823,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
146,3.33937376954942e-06,2.4999999999999994e-06,1e-05,1079999.9999999993,1.1603972084031953e-07,1e-05,6097050.172790233,7.939999999999987e-14,1.1603972084031953e-07,4.9999999999999996e-05,0.00021544346900318823,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
147,3.33937376954942e-06,2.4999999999999994e-06,1e-05,1079999.9999999993,1.1603972084031953e-07,1e-05,6097050.172790233,1.7106211438853152e-12,1.1603972084031953e-07,4.9999999999999996e-05,0.00021544346900318823,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
148,3.33937376954942e-06,2.4999999999999994e-06,1e-05,1079999.9999999993,1.1603972084031953e-07,1e-05,6097050.172790233,1.7106211438853152e-12,1.1603972084031953e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
149,3.33937376954942e-06,2.4999999999999994e-06,1e-05,1079999.9999999993,1.1603972084031953e-07,4.641588833612782e-07,6097050.172790233,1.7106211438853152e-12,1.1603972084031953e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
150,3.33937376954942e-06,2.4999999999999994e-06,1e-05,1079999.9999999993,1.1603972084031953e-07,4.641588833612782e-07,6097050.172790233,1.7106211438853152e-12,1.1603972084031953e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.00021544346900318823
151,3.33937376954942e-06,2.4999999999999994e-06,1e-05,1079999.9999999993,1.1603972084031953e-07,4.641588833612782e-07,6097050.172790233,1.7106211438853152e-12,1.1603972084031953e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,4.641588833612782e-06,1e-06,1e-08,0.00021544346900318823
152,1.5500000000000013e-07,2.4999999999999994e-06,1e-05,1079999.9999999993,1.1603972084031953e-07,4.641588833612782e-07,6097050.172790233,1.7106211438853152e-12,1.1603972084031953e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,4.641588833612782e-06,1e-06,1e-08,0.00021544346900318823
153,1.5500000000000013e-07,2.4999999999999994e-06,1e-06,23267894.65234436,2.4999999999999994e-06,1e-05,1313569.6399124186,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-07,1e-06,0.0001,1e-08,0.001
154,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,1e-05,1313569.6399124186,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-07,1e-06,0.0001,1e-08,0.001
155,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,1e-05,1313569.6399124186,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-07,1e-06,0.0001,1e-08,4.641588833612782e-05
156,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,1e-05,1313569.6399124186,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,0.00021544346900318823,1e-07,1e-06,0.0001,1e-08,4.641588833612782e-05
157,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,1e-05,1313569.6399124186,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,0.00021544346900318823,1e-07,1e-06,4.641588833612782e-06,1e-08,4.641588833612782e-05
158,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,1e-05,1313569.6399124186,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,0.00021544346900318823,1e-07,1e-06,4.641588833612782e-06,1e-08,4.641588833612782e-05
159,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,1e-05,1313569.6399124186,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-07,1e-06,4.641588833612782e-06,1e-08,4.641588833612782e-05
160,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,1e-05,1313569.6399124186,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-07,1e-06,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
161,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,4.641588833612782e-07,1313569.6399124186,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-07,1e-06,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
162,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-07,1e-06,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
163,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-07,2.1544346900318823e-05,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
164,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,2.1544346900318822e-06,2.1544346900318823e-05,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
165,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,5.386086725079705e-07,4.9999999999999996e-05,0.00021544346900318823,2.1544346900318822e-06,2.1544346900318823e-05,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
166,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,2.4999999999999994e-06,4.641588833612782e-07,28300000.000000026,1.7106211438853152e-12,5.386086725079705e-07,4.9999999999999996e-05,0.00021544346900318823,2.1544346900318822e-06,2.1544346900318823e-05,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
167,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,1.1603972084031953e-07,4.641588833612782e-07,28300000.000000026,1.7106211438853152e-12,5.386086725079705e-07,4.9999999999999996e-05,0.00021544346900318823,2.1544346900318822e-06,2.1544346900318823e-05,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
168,3.33937376954942e-06,5.386086725079705e-07,4.641588833612782e-06,23267894.65234436,1.1603972084031953e-07,4.641588833612782e-07,28300000.000000026,1.7106211438853152e-12,5.386086725079705e-07,4.9999999999999996e-05,0.00021544346900318823,2.1544346900318822e-06,2.1544346900318823e-05,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
169,3.33937376954942e-06,5.386086725079705e-07,4.641588833612782e-06,1079999.9999999993,1.1603972084031953e-07,4.641588833612782e-07,28300000.000000026,1.7106211438853152e-12,5.386086725079705e-07,4.9999999999999996e-05,0.00021544346900318823,2.1544346900318822e-06,2.1544346900318823e-05,4.641588833612782e-06,4.6415888336127727e-10,4.641588833612782e-05
170,1.5500000000000013e-07,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999994e-06,4.641588833612782e-07,6097050.172790233,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,0.001,4.641588833612782e-07,0.0001,0.0001,1e-08,4.641588833612782e-05
171,1.5500000000000013e-07,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999994e-06,4.641588833612782e-07,283000.0000000003,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,0.001,4.641588833612782e-07,0.0001,0.0001,1e-08,4.641588833612782e-05
172,1.5500000000000013e-07,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999994e-06,4.641588833612782e-07,283000.0000000003,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,0.001,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,4.641588833612782e-05
173,1.5500000000000013e-07,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999994e-06,1e-05,283000.0000000003,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,0.001,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,4.641588833612782e-05
174,1.5500000000000013e-07,2.4999999999999994e-07,1e-05,108000000.00000015,1.1603972084031953e-07,1e-05,283000.0000000003,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,0.001,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,4.641588833612782e-05
175,1.5500000000000013e-07,1.1603972084031953e-06,1e-05,108000000.00000015,1.1603972084031953e-07,1e-05,283000.0000000003,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,0.001,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,4.641588833612782e-05
176,1.5500000000000013e-07,1.1603972084031953e-06,1e-05,108000000.00000015,1.1603972084031953e-07,1e-05,283000.0000000003,7.939999999999988e-12,5.386086725079705e-07,2.3207944168063906e-06,0.001,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,0.001
177,1.5500000000000013e-07,1.1603972084031953e-06,1e-05,108000000.00000015,1.1603972084031953e-07,1e-05,283000.0000000003,3.6854215338885354e-13,5.386086725079705e-07,2.3207944168063906e-06,0.001,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,0.001
178,1.5500000000000013e-07,1.1603972084031953e-06,1e-05,108000000.00000015,1.1603972084031953e-07,1e-05,283000.0000000003,3.6854215338885354e-13,2.4999999999999992e-08,2.3207944168063906e-06,0.001,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,0.001
179,1.5500000000000013e-07,1.1603972084031953e-06,1e-05,108000000.00000015,1.1603972084031953e-07,1e-05,283000.0000000003,3.6854215338885354e-13,2.4999999999999992e-08,2.3207944168063906e-06,4.641588833612782e-05,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,0.001
180,1.5500000000000013e-07,1.1603972084031953e-06,1e-05,108000000.00000015,1.1603972084031953e-07,1e-05,283000.0000000003,3.6854215338885354e-13,2.4999999999999992e-08,4.9999999999999996e-05,4.641588833612782e-05,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,0.001
181,3.33937376954942e-06,1.1603972084031953e-06,1e-05,108000000.00000015,1.1603972084031953e-07,1e-05,283000.0000000003,3.6854215338885354e-13,2.4999999999999992e-08,4.9999999999999996e-05,4.641588833612782e-05,4.641588833612782e-07,4.641588833612782e-06,0.0001,1e-08,0.001
